Date,Text,sentences,Country
Conflicts over water: from 1953,"One of the major problems inherent in the Middle East context is that three states, two of them hostile to Israel, share an area that is short of water. The Jordan, the only major river, is the border between Israel and the other two, Syria and Jordan. Each needs to extract as much fresh water from the river as it can, a sure recipe for conflict.

In the early 1950s Israel develops a plan that is not illegal but is certainly not neighbourly. It is to extract water from the very low-lying Sea of Galilee, fed by the Jordan but far enough from it not to be threatened by Syrian artillery, and to pump it up hundreds of feet to feed a gently graded complex of channels, tunnels and vast pipes that will carry it southwards through Israel. The project, constructed between 1953 and 1964 and known as the National Water Carrier, moves huge quantities of water and is immensely successful. But it is, ultimately, water from the Jordan that is being extracted.

Syria and Jordan are not pleased. In 1964, the year when the National Water Carrier is completed, Syria begins constructing a similar project. The idea is to build a canal that will divert the water from two major tributaries of the Jordan before they reach the river, carrying it in a canal southwards through Syria into Jordan. Unfortunately for the Syrians the starting point of the canal doesn't share the advantage of the Galilee scheme. It is visible from Israel and within the range of artillery. Every time any earth earth-moving equipment reaches the site it is destroyed by Israeli shells. The project has to be abandoned.

It is expected by many that this alarming confrontation must lead to war. But Nasser dissuades Syria from taking action. It is widely known that he has the intention of attacking Israel. But he is not yet ready.
",15,IS
Munich and after: 1938-1939,"The discussion in Munich between Hitler, Chamberlain, Daladier and Mussolini lasts a little over twelve hours, beginning in the middle of the day on September 29 and ending with the signing of an agreed document at 1.30 a.m. on September 30. Though the dismantling of their country is under discussion, Hitler refuses to allow any Czech representative to take part. Two Czech diplomats sit in a nearby hotel, effectively waiting to be told what has been decided.

The conclusion is all that Hitler would wish. The Sudeten areas are to be ceded to Germany during the next ten days. Thereafter plebiscites, organized by the four Munich powers and Czechoslovakia, will reveal exactly where the new border should run. 
 	









Before boarding his plane, later on September 30, Chamberlain has another meeting with Hitler in which he asks him to sign a joint declaration. This is the document which Chamberlain waves in the air for the cameras on his return to Britain, stating that he has brought back from Germany 'peace for our time... peace with honour'.

The text above Hitler's signature, on which Chamberlain bases his optimism, declares a determination to remove possible sources of difference between countries 'and thus to contribute to assure the peace of Europe'. Chamberlain's hope is that the sacrifice of the Sudetenland has preserved not only peace but the rest of Czechoslovakia.
 	







The occupation of Sudetenland brings some 3.5 million people within Nazi Germany, 75% of them German and 25% Czech. But in the event these Czechs are no more unfortunate than their compatriots elsewhere. Three weeks after signing Chamberlain's document, Hitler orders the German army to prepare for a move into the rest of Czechoslovakia. The invasion comes in March 1939. Hitler, in Prague, declares that Bohemia, Moravia and Slovakia are now under the protection of the German Reich.

But such a brutal betrayal of the Munich agreement transforms the appeasers. When it becomes evident that Poland is the next likely victim, Britain and France are suddenly resolute.
",15,FR
Trench warfare: 1915-1917,"By the start of 1915, on the western front, the pattern of trench warfare is established. It will trap all the combatant nations for the next three years in an insoluble deadlock in which the lifeblood of their young men drains unquenchably away.

The commanders-in-chief - John French and then Douglas Haig for Britain, Joseph Joffre and Philippe Pétain for France, Erich von Falkenhayn followed by Paul von Hindenburg and Erich Ludendorff for Germany - all agree on one thing. The only way forward is to wear the opposing forces down in a ceaseless war of attrition, weakening them to the point where a sudden strategic breakthrough can be achieved. 
 	
Never in history have so many men, so heavily armed, remained for so long confronting each other in a restricted area of open ground. All the great battles of the war, some of them lasting several months, take place along a crescent stretching less than 200 miles from Ypres to Verdun. The few major advances made in either direction are less than 50 miles and are soon reversed. Most of the time it is a matter of winning, losing, clawing back a few hundred yards of shell-churned mud.

Yet in this blighted area, during the four years of the war, millions of men lose their lives. In one day alone, at the start of the four-month battle of the Somme in 1916, 20,000 British soldiers die and another 40,000 are wounded. 
 	
The pattern of attack, from one line of trenches to the other across no man's land, becomes more sophisticated as the months roll by but remains essentially the same. The trenches are protected by lethal rolls of barbed wire. These need to be flattened before there is any hope of the advancing infantry reaching the enemy. This is achieved by a preliminary bombardment from artillery behind the lines, lasting days and sometimes weeks.

In the early part of the war the bombardment ends when the infantry go over the top of their trenches, armed with rifles, bayonets and hand grenades, to stagger and slither towards the machine guns awaiting them. 
Later a slight improvement is made in the form of the rolling barrage, in which the artillery gunners steadily raise their sights as the troops advance. The purpose is to lay down ahead of them a carpet of high-explosive shells, forcing the enemy to keep their heads down. Reconnaissance aircraft fly overhead, equipped with radio, to report back to the gunners where their shells are landing and what enemy targets are available.

Even when this softening-up procedure succeeds, the infantry are left with a lonely final assault on the trenches followed by close combat, unless (always the hoped-for result) the bombardment has in itself persuaded the enemy to withdraw to a secondary line of defence. ",16,Germany
"Western front: 1918
","The Germans appear to win a second chance of victory on the western front early in 1918. It is by now a matter of urgency. Ludendorff, in command of the German armies, is aware that a decisive blow is essential if Germany is to prevail before the arrival of US troops tips the balance irretrievably. 

Between March and June he launches three massive attacks in different parts of the line. They succeed as no such offensive has done in the past three years. Indeed the first, pushing towards Amiens, brings the Germans forty miles into France within a few days. The other two create similar great bulges into French territory. 

But Ludendorff fails to make the breakthrough which he requires, either against the French towards Paris or against the British in the direction of the Channel ports. And in July and August he suffers two critical reverses at the hands of the Allied armies, now under the unified command (since April 1918) of the French marshal Ferdinand Foch.

In the second battle of the Marne (from July 18) and in the battle of Amiens (from August 8) the German forces are driven back. In both encounters the Allies make extremely effective use of the one weapon which is exclusively theirs. The attack at Amiens is led by as many as 450 tanks. 

With these German defeats the psychological tide of the war finally turns. At the same time the balance of physical power is also tipping. US troops are in action on the western front in large numbers from May 1918, and many more divisions are on their way.

After the battle of Amiens, in August, Ludendorff concludes that the German cause is hopeless. He advises his emperor that peace negotiations should be started before the situation deteriorates further. Meanwhile Germany's allies are all about to drop separately out of the fray.
",16,Germany
2013,"January 22
As polls close in Israel, Prime Minister Benjamin Netanyahu claims victory for what will be his third term, but the election is not the expected landslide. The overwhelming favorite, Netanyahu is followed closely by Yair Lapid, who founded Yesh Atid, a new centrist party. With 99 percent of the vote in, Likud-Beiteinu, Netanyahu's party has 31 seats, followed by 19 seats for Lapid's party.
February 19
Prime Minister Benjamin Netanyahu invites former foreign minister Tzipi Livni to join his coalition and head Israel's peace talks with Palestine. Livni, who formed the Hatenuah party to run against Netanyahu in last month's election, will also serve as Justice Minister. Netanyahu and Livni make the announcement at a press conference, both saying they have set aside past disagreements and rivalries to work together.
July 30
Israeli and Palestinian negotiators agree to new peace talks with the goal of reaching an agreement within nine months, according to U.S. Secretary of State John Kerry. The initial meeting takes place at the State Department in Washington D.C. and is attended by Israel's Justice Minister, chief negotiator Tzipi Livni and senior Palestinian official Saeb Erekat. During their meeting with Secretary of State Kerry, both sides vow to meet again within two weeks to begin negotiations. Erekat says, ""It's time for the Palestinians to live in peace, freedom and dignity within their own independent, sovereign state."" Livni adds, ""I believe that history is not made by cynics; it is made by realists who are not afraid to dream. Let us be these people.""
August 14
Israelis and Palestinians officially begin peace talks in Jerusalem. Expectations are low going into the talks, the third attempt to negotiate since 2000, and nearly five years since the last attempt. The talks begin just hours after Israel releases 26 Palestinian prisoners. The prisoner release is a step on Israel's part to bring Palestine back to the negotiating table. Israel says the prisoner release will be the first of four. However, Palestinian officials are concerned over Israel's ongoing settlement building in the West Bank and east Jerusalem, land that will be part of an official Palestinian state.",16,IS
De Gaulle's moment: 1958,"Charles de Gaulle, the war hero, waiting in retirement for his country's call, drives a hard bargain when the moment comes. He will resume the leadership of the nation only if he is given unrestricted powers for a period of six months and the authority to draft a new constitution for a fifth French republic. On 2 June 1958 the national assembly accepts his terms.

De Gaulle turns his attention first to the crisis which has caused his return to power. On June 4 he visits Algiers, to be received by an ecstatic crowd of settlers who greet him as their saviour. But as they listen to his speech, from the balcony of Government House, their enthusiasm becomes muted. 
 	









Far from taking the expected right-wing line, De Gaulle talks of equal rights for Europeans and Muslims. He praises the Algerian nationalists as courageous fighters, and holds out the prospect of an amnesty. 'To these men I, de Gaulle, open the door of reconciliation.'

But the immediate next step is the preparation of a new constitution and the holding of a referendum to win the approval of French citizens around the world. When the details are announced, the constitution gives a much greater executive role to the president than under the previous republic. He may even assume emergency powers in a crisis. 
 	







The referendum is ready for the voters in September 1958. In addition to seeking approval for the proposed constitution, it asks voters in overseas territories whether they want to sever all links with France or to be part of the French Community (known as La Communauté). All the territories except Guinea vote to remain within La Communauté, and the constitution of the Fifth Republic is approved by a large majority of 78% of the votes cast.

The most pressing task facing the new president remains Algeria. In the short term the situation there becomes worse rather than better. But within four years it is solved, with the precisely opposite result from the settlers' hopes of de Gaulle. The expected defender of French Algeria presides over Algerian independence.",16,FR
War in the east: 1914,"Russia mobilizes rapidly in August 1914, in an attempt to relieve the German pressure on France. As a result early gains are made, with Russian armies advancing into east Prussia and into Galicia (the northeast corner of Austria-Hungary). This move has the desired short-term effect, causing the Germans to withdraw four divisions from Belgium for the eastern front. But events soon suggest that Russia has entered the field unprepared. Disaster strikes before the end of the month.

Several factors contribute. The large Russian army in east Prussia is ill-fed and exhausted. And Russian commanders incautiously send each other uncoded radio messages which are intercepted by the Germans. 

The result is that a much smaller German force is able to effect a devastating pincer movement during August 26-28 to encircle the Russians at Tannenberg (the site also of a famous medieval battle). About half the Russian army is destroyed, including the capture of 92,000 men. The Russian general, Aleksandr Vasiliyevich Samsonov, shoots himself.

Further south the Russians have slightly more lasting success in their invasion of Austria-Hungary. By the end of 1914 much of Galicia is still in their hands. Further south again, the Austrians prove ineffective in their attempts to crush their tiny neighbour Serbia (in the regional dispute which sparked the wider conflict). 
 	
The local campaign begins in mid-August when an Austrian army invades Serbia, but within a fortnight - and with a loss of some 50,000 men - they are driven back by the Serbs. Another invasion is more successful, three months later, when the Austrians succeed in occupying Belgrade for two weeks (from Nov. 30). But by the end of the year the Serbs have again recovered all their territory.

Although there is more movement on the eastern front, particularly on the open plains between Germany and Russia, the outcome at the end of the first calendar year of the war suggests that here too there will be no easy or quick victory. Both sides begin to look for new allies.
",17,Germany
Innovations on the western front: 1915-1917,"There are occasional innovations on the western front, when radically new weapons are brought to the battlefield in an attempt to clear the enemy more effectively from their trenches. 

The Germans first try the use of chlorine gas against the Russians in Poland in January 1915, but the extreme cold makes it ineffective. They make a second attempt at Ypres in April 1915. This time the creeping poisonous green vapour immediately empties the French trenches. But the Germans, not anticipating such an immediate success, fail to take advantage of their opportunity. Five months later the British use chlorine gas, at Loos in September - again to little advantage, partly because the wind changes and blows the gas back over their own men. 

By the end of the war both sides make frequent use of even more alarming gases (phosgene and mustard). The damage is limited by the gas mask, soon part of the basic equipment of every soldier, though mustard gas also causes severe burns to the skin. 

From 1916 poison gas is no longer released from canisters, to drift with the wind across the enemy's position. Now it is fired in compressed form in shells and mortars, to expand on impact. During one advance, in the Ypres region in March 1918, the Germans fire half a million mustard gas shells into the Allied lines. But protective measures by now ensure that even such a heavy bombardment results in only 7000 gas casualties and less than 100 deaths. 
 	
Poison gas has been relatively little used in subsequent wars, for fear of retaliation in kind. But modern warfare has been transformed by another innovation on the western front.

During the battle of the Somme, on 15 September 1916, the British send into action eleven vehicles of an entirely new kind, the Mark I tank. On this first occasion they make relatively little impression. But on their second outing, at Cambrai in November 1917, they prove their unmistakable value in clearing the battleground for the infantry following behind them. Unlike foot soldiers, tanks can advance against the dreaded machine gun and can crash through the barbed wire barricades protecting the enemy trenches.
",17,Germany
Multi-racial Britain: from1948,"As the process of dismantling the empire accelerates, people from the colonies begin for the first time to make their way in large numbers to the 'mother country'. There is a shortage of labour in postwar Britain, now reconstructing after the damage of six years of conflict. 

In the spring of 1948 the government places advertisements in Jamaica, inviting immigrants to make the journey across the Atlantic - a journey made in the other direction, many generations earlier, by their ancestors in slave ships. The price of the passage is £28.50. In Jamaica this is a large sum (the equivalent of the value of three cows), but many are willing to respond to the chance of a new life. 
 	









 The first ship to leave Jamaica is the Empire Windrush. She docks in the Thames, at Tilbury, on 22 June 1948. The new arrivals easily find work, at wages high by Jamaican standards. They are soon followed by many others from throughout the British Caribbean.

The arrival of the West Indians transforms Britain into a multiracial society. There is as yet little religious diversity because the new immigrants are nearly all Christians. At this stage only one long established British group differs from the majority in both race and religion. The Jews, welcomed in Britain from the 1650s and immigrating in large numbers in the late 19th and early 20th century, are now a settled community of some 300,000 people. 
 	







The Jews are joined by other minority religious groups when immigration begins from new areas of the British empire - from Africa and above all from the Indian subcontinent, introducing to Britain three important religions. Hindus and Sikhs arrive from the republic of India (and Hindus also from east Africa, after Uganda's Indian population is expelled in 1972). Muslims come from Pakistan and Bangladesh.

In the 1991 census Britain's ethnic minorities number some 3 million, or about 5.5% of the population. The black community consists of 500,000 of Caribbean origin and 380,000 deriving from Africa and elsewhere. The Asian groups include 825,000 Indians, 500,000 Pakistanis, 165,000 Bangladesis and 165,000 Chinese.
",17,UK
"Forest of Compiègne: 1918
","The German delegation to the armistice talks consists of three men - the commissioner (a politician, Matthias Erzberger) and two army officers. They set off from Spa, in German-occupied Belgium, to their rendez-vous with the Allies. Their destination is a railway carriage parked on the track at Rethondes in the forest of Compiègne, north of Paris. Here, on November 8, they are confronted by a team led by the Allied commander-in-chief, Marshal Foch.

The terms on offer are uncompromising. In addition to the return of foreign land captured during this war, together with Alsace-Lorraine (won from France half a century previously), German territory to a line 31 miles (50 km) east of the Rhine is to be occupied by Allied troops for up to fifteen years and then be permanently demilitarized. 
 	
The advantageous German treaty with Russia is to be annulled. All German submarines are to be appropriated by the Allies, as is much military equipment. The High Seas Fleet is to be interned in Scapa Flow, pending any future decision. And the Allies will continue their blockade of Germany until peace is agreed. In addition there is one further ominous detail. France and Britain have announced they will insist on a postwar settlement not envisaged in Wilson's Fourteen Points - the compensation by Germany for damage done by land, sea or air to civilian property.

For the next two days the small German delegation struggles to improve these terms, mainly using the argument that both sides share an urgent need to prevent revolution in Germany on the Russian pattern. 
 	
They win some concessions, particularly in delaying the withdrawal of German troops on the highly sensitive eastern front. But the eventual agreement is nevertheless close to the one imposed from the start by the Allies. Both sides eventually sign at 5 a.m. on November 11. With a fine instinct for the drama of the occasion, the document states that hostilities will cease six hours later. So the great war ends, with memorable precision, at the eleventh hour of the eleventh day of the eleventh month.

The Germans certainly expect the peace treaty to follow fairly soon. In the event their nation suffers the economic effects of the Allied blockade for a further six months before peace terms are finally offered.
",18,Germany
"Two plans and a pact: 1924-1929
","From the lowest point in Germany's postwar economic and political chaos, in November 1923, the country makes a remarkable recovery over the next six years - largely thanks to the energy and diplomatic skills of Gustav Stresemann, who as foreign minister achieves a new level of cooperation between Germany and her wartime enemies.

The first success is the acceptance of the Dawes Plan, put forward by a committee under the chairmanship of a US financier, Charles G. Dawes, and accepted by Germany in August 1924. The plan temporarily defuses the controversial issue of Germany's reparations, by providing US loans to ease the situation and placing the system of payments under international control. 
 In the same month the trauma of runaway inflation is forcefully solved. The national bank (the Reichsbank) is made an independent institution and introduces a new unit of currency, the Reichsmark. For those who still have any devalued currency to change, the rate is one new mark for a trillion of the old.

Germany's international relations are further improved by the Locarno Pact, signed in 1925 with Belgium, France, Great Britain and Italy. This is in effect a new European peace treaty, with guarantees of international boundaries and with Germany now an equal and willing partner (in contrast to the duress involved in the treaty of Versailles). In the following year Germany joins the League of Nations, with a permanent seat on the council. 

The third in this sequence of agreements is the Young Plan, devised in 1929 by a committee chaired by an American lawyer, Owen D. Young. Its primary purpose is to establish the total amount of the reparations to be paid by Germany. The figure fixed upon is too high to please many in Germany, but in accepting it Stresemann secures a highly significant concession. The Allies will withdraw their occupying forces from the Rhineland in June 1930, five years ahead of the scheduled date.

With this much accomplished, Germany should be well placed to advance in prosperity and to take her natural place as the major power at the heart of Europe. 
 	
The past few years have already seen great strides in national prosperity, hastened by generous foreign investment and loans in the new mood of international cooperation. But in this very year, the world economy is about to deal Germany a blow from which she will not recover until after another disastrous war.

In October 1929 the stock market crashes in New York, triggering a world-wide depression. Nowhere does it hit harder than in the newly recovered Germany. As foreign money is withdrawn, businesses crash, wages are slashed, unemployment soars. Coming a mere six years after the horrors of inflation, this is a situation in which extremist parties are certain to flourish - on both left and right of the political spectrum.
",18,Germany
"Danzig and the Polish corridor: 1938-1939
","At the very moment of the Munich agreement the Polish government presents its own demand for a slice of Czechoslovakia. There is logic to the claim. If the Sudetenland with its largely German population is to be annexed by Germany, then there is a clear case for the rich industrial area of Teschen Silesia, inhabited mainly by Poles, to be transferred to Poland. On the day the Munich agreement is announced, 30 September 1938, Poland asserts this claim - not for the first time, but now it is instantly acceded to by Czechoslavakia.

Unfortunately the ethnic-majority argument has dangerous implications for Poland herself, confronted by a Hitler increasing day by day in confidence. 
 	









The great port of Gdansk (in Polish) or Danzig (in German) has long been a bone of contention between Polish and German interests. Though first brought to prominence by the Hanseatic merchants, the city and its hinterland (eastern Pomerania, or in its Polish name Pomorze) have historically been part of Poland. But from time to time they have been seized by Germans - first by the Teutonic knights in 1308 - and in recent times they have again been German, from the late 18th-century partitions of Poland until the end of World War I.

In 1919 the treaty of Versailles restores Pomorze to Poland and gives Danzig, with its almost entirely German population, the status of a free city within the borders of Poland. 
 	







This arrangement is probably unworkable at the best of times, and more so from the mid-1930s when Danzig has an elected Nazi city council. Moreover in this area the provisions of Versailles provide a further cause for German grievance. In returning Pomorze to Poland, and restoring her historical access to the sea at Danzig, the treaty has the effect of severing the province of East Prussia from the rest of Germany.

Pomorze becomes known in the terminology of the 1920s as the Polish corridor, linking Poland and the sea. Hitler now demands a more literal German corridor - a narrow strip of German territory through Poland to East Prussia. Together with this goes his claim to bring Danzig within the Reich. 
 	







Both claims are pressed by Hitler with new vigour in October 1938, within days of his winning the Sudetenland from Czechoslovakia. The Polish government firmly rejects the German demands. Unlike unfortunate Czechoslovakia, this stance wins a positive response from the western powers.

In March 1939 Neville Chamberlain, speaking with the approval of both France and the USSR, gaurantees help to Poland if her independence is threatened. In April Hitler abrogates his own ten-year nonaggression treaty with Poland, signed in 1934, and secretly orders his army to prepare for a Polish invasion. In May France commits herself to military action against Germany if a conflict begins. But then, in August, Hitler produces a diplomatic bombshell.
",18,Germany
"Asquith and Lloyd George: 1915-1922
","In May 1915, after the failure of the Dardanelles expedition, Asquith has brought politicians of the other two parties into a coalition government. Now, after the troubles of 1916, the members of the coalition lose faith in Asquith's conduct of the war. Complex secret negotiations in December 1916 between Lloyd George, Bonar Law and Carson have the desired effect.

Asquith is persuaded to resign. His place is taken by Lloyd George (in recent months minister of munitions and secretary of state for war), with Bonar Law as chancellor of the exchequer and Balfour as foreign secretary. 
 	









Lloyd George introduces a war cabinet of just five members, in order to streamline decisions. In the war effort at home his energies prove very effective, just as they have previously been in the production of munitions. 

There is little that any politician can do to end the stalemate baffling the generals on the western front. But when the allies win the final push in 1918, the Westminster coup of 1916 means that Lloyd George rather than Asquith is the victorious war leader representing Britain at Versailles. 
 	







In domestic politics Lloyd George's betrayal of Asquith in 1916 splits the Liberal party, foreshadowing the end of its long-held status as a major player in Britain's essentially two-party system. The split is to some extent masked by the need for wartime unity, but it becomes dramatically plain in the first postwar election.

Immediately after the armistice Lloyd George and Bonar Law agree to continue their wartime arrangement and to fight the election as a coalition. Each of their candidates is given a joint letter from the two leaders, assuring the electors of their status as coalitionists. This document, denied to his faction, is ridiculed by Asquith as a 'coupon' for the election. 
 	







But it proves to be a coupon for success. The election in December devastates the Liberal party, of which Asquith is still the leader. He himself loses his seat, and only 28 of his colleagues are returned to Westminster. The coalition has 478 members of parliament. Labour, with 59 members, becomes the official opposition.

Lloyd George is never forgiven by many in the Liberal camp for the damage thus inflicted on their party. But meanwhile he has more immediate concerns: coping with the unemployment and industrial unrest provoked by demobilization and the return to a peacetime economy; and confronting anew Britain's most intransigent problem, the question of Ireland.
",18,UK
"A second time of Troubles: from1970
","Sectarian violence is endemic in northern Ireland from the start of the 1970s. In 1972, the worst year of all, there are 467 deaths, 321 of them civilians. By 1992 the death toll in this second major bout of Troubles passes the 3000 mark, including more than 2000 civilians.

Among the continuous attempts to find a solution, certain initiatives stand out. The Anglo-Irish Agreement, signed in 1985 by Margaret Thatcher and Garret FitzGerald for Britain and Ireland, sets up regular meetings between ministers and officials of the two governments. It is a significant step - the first time that the republic of Ireland has had any say, however oblique, in the affairs of the northern province. 
 	









A new initiative in 1993 follows a series of meetings between John Hume (the Westminster MP for Foyle and leader of the Social Democratic and Labour Party) and Gerry Adams, the president of Provisional Sinn Fein. The meetings are highly controversial, for they can be interpreted as negotiating with terrorists - since Sinn Fein and the IRA are closely related (how closely is a matter of debate) as the political and military wings of a linked organization. 

Nevertheless the two men's initiative leads to another bid for peace at the highest level. In December 1993 the British and Irish prime ministers, John Major and Albert Reynolds, issue a joint Downing Street Declaration. 
 	







This again breaks new ground in declaring that Sinn Fein will be welcome at a future conference table if the IRA renounces violence. After months of intense debate on the issue, the IRA declares a ceasefire in September 1994. The Loyalist paramilitaries follow suit a month later.

These unprecedentedly hopeful signs are followed by an eighteen-month peace which has a benign influence on the economic as well as the psychological condition of northern Ireland. The time is spent preparing for all-party peace talks and debating the thorny question of whether the IRA will relinquish their arms once the talks start (their position) or must do so as a condition for taking part in any talks (the British government's position). 
 	







George Mitchell, a former US senator, is invited by the British and Irish governments to chair an international group charged with devising a workable solution to this problem. The Mitchell group reports in January 1996, proposing a progressive decommissioning of arms in Northern Ireland as part of an ongoing peace process.

John Major accepts the report in principle, but says that it cannot be implemented until after the election of a peace forum. This response is rejected by Sinn Fein. A few days later, in February, a massive IRA bomb explodes at Canary Wharf in London's Docklands, killing two and doing extensive damage. The precious ceasefire is at an end.
",18,UK
The Attlee government: 1945-1951,"Attlee heads the first Labour government with an overall majority, and he has a sweeping mandate to reintroduce the delights of peace - now scheduled to have a socialist tinge. But the realities of a country bankrupted by war mean that these are still years of austerity.

Conditions are made worse by nature's vagaries. In 1946 a world-wide wheat shortage necessitates bread rationing, and the exceptionally severe winter of 1946-7 means that even potatoes are now rationed (both these basics have been freely available throughout the war). The nation's finances too are in severe deficit, until much needed help comes from the USA in the form of Marshall Aid. 
 	









The international situation makes a rapid return to peacetime conditions equally impossible. The manpower requirements of the British sectors in Germany and Austria are soon followed by new obligations elsewhere - in Malaya from 1948, in Korea from 1950.

As a result the demob (or demobilization) progresses more slowly than expected. Early in 1947 there are still 1.5 million men and women in the armed forces, and in May of this year conscription (known at the time as national service) is reintroduced for all males at the age of eighteen - at first for twelve months, subsequently for two years. The increasing tension of the Cold War results in Britain's involvement, in 1949, in the formation of NATO. 
 	







In spite of these difficulties Attlee and his cabinet achieve an impressive programme of reformist legislation, securing the welfare state in the spirit of the Beveridge Report. The National Insurance Act of 1946 consolidates and extends existing schemes of contributions towards state benefits for sickness, unemployment and old age. The National Assistance Act of 1948 does the same for the relief of poverty.

The most fondly remembered reform is Aneurin Bevan's National Health Service Act of 1946. This provides for free medical, dental and hospital services - though protracted negotiations with the medical profession mean that the National Health Service (NHS) does not come into effect until 1948. 
 	







On the economic front the commanding heights of the economy are taken under state control, in keeping with socialist theory, but in most instances this is accepted without much protest. The Bank of England is nationalized in 1946, followed in 1947 by the coal mines - an industry so unprofitable in recent years that even the owners are pleased to receive payment in compensation.

The railways (1947) have recently relied heavily on public subsidy, and the gas and electricity companies (1948) have in many cases developed as municipal undertakings. They seem of proper national concern. The iron and steel industry (1951) proves more controversial, being denationalized and renationalized in subsequent years. 
 	







In international affairs the Attlee government (with Ernest Bevin as foreign secretary) introduces a major change of direction, beginning the dismantling of the British empire. The empire becomes gradually transformed into a Commonwealth of independent nations, capable of accomodating republics as well as monarchies.

India, Pakistan, Burma and Sri Lanka win their independence in 1947 and 1948 (it is India's decision to become a republic which brings this new dimension to the Commonwealth). In the same period the British mandate in Palestine comes to an abrupt and violent end, in May 1948.
",19,UK
Russo-Japanese war: 1904-1905,"In a foretaste of Pearl Harbor nearly forty years later, a Japanese fleet launches a devastating surprise attack on Port Arthur in February 1904. Many Russian warships are destroyed. The rest are blockaded in the harbour. 

In March a Japanese army lands in Korea, near Seoul, to be followed by three others elsewhere in the region before the end of June. These forces meet the Russians in a series of engagements which are either indecisive or are clear victories for the Japanese. The climax is the three-week battle for Mukden (now Shenyang) in February to March 1905, in which 270,000 Japanese prevail over 330,000 Russians. 
 	









After decades in which China has been powerless against western armies, these first Asian victories are an exhilarating experience for the Japanese. They are about to be capped by an even more convincing demonstration of Japan's new role as a modern military power.

It is obvious that Russia, with land access to the scene of war, can defeat Japan if control of the waters around Korea is recovered from the Japanese fleet. To this end the government in St Petersburg decides on a long-term strategy. The Baltic fleet, after spending the summer of 1904 in preparation, sets off in October on a journey half way round the world. 
 	







There are minor disasters on the way out (such as firing on British trawlers in the English channel under the nervous illusion that they are Japanese torpedo-boats, which creates something of a diplomatic incident), but the impressively large fleet finally reaches the China Sea in May 1905. The Russian warships head for Vladivostok through the Tsushima Strait, where a Japanese contingent of more modern and swifter ships is lying in wait.

In a two-day battle two thirds of the Russian ships are sunk; six are captured, six limp to safety in neutral ports, just four reach Vladivostok. It is a sudden and crushing end to the seven-month journey from home. 
 	







Both sides now accept an offer by the American president, Theodore Roosevelt, to mediate a peace treaty. When the diplomats gather in Portsmouth, New Hampshire, it is certain that the terms will be to Russia's disadvantage. Control of Port Arthur and the southern part of the Liaotung peninsula passes to Japan. And Russia recognizes Korea as falling within the Japanese rather than the Russian sphere of influence.

With these terms agreed, Japan's expansionist programme achieves its first international recognition. The policy will soon be pressed further. By contrast Russia's humiliation has adverse effects not only in the east but nearer home, in the turmoil of Russia's first year of revolution.
",19,JP
"The Holocaust: 1942-1945
","During 1942 it occurs to the Nazis that, as with the Soviet prisoners of war, they are wasting valuable slave labour in their policy of automatic murder of the Jews. So a new form of camp is planned in which those on the trains will be classified, on arrival, as 'fit' or 'unfit' to work. The fit go one way, to the prison huts where they will live for a while as unpaid and underfed labourers. The unfit go the other way, to the gas chambers.

The first camp of this kind, ready for use in March 1942, is built at Auschwitz in Poland. An unknown number of people (certainly well in excess of a million) die in this camp in the next three years. More than half of them - the unfit, the elderly, the children - are killed in the four gas chambers within a day or two of their arrival. 
 	









Those judged fit 'to be worked to death' (a phrase used by Himmler) are put to the service of Germany's war production. Factories are moved from the vulnerable Ruhr, in the west, to the neighbourhood of Auschwitz - beyond the range of Allied bombers. Several of Germany's great industrial enterprises tarnish their reputation by benefiting during these years from Jewish slave labour.

By the end of 1942 knowledge of what is going on is not limited to those actively involved on the German side. On December 17 Anthony Eden tells the House of Commons in London that reliable reports have been received 'regarding the barbarous and inhuman treatment to which Jews are being subjected in German-occupied Europe'. 
 	







Eden is putting before the House an international declaration, published on that day, which is more direct in its account of what is actually going on. Issued jointly by the USA, the USSR, Great Britain and the governments in exile of nine occupied European countries, the declaration condemns in the strongest possible terms Germany's 'bestial policy of cold-blooded extermination'.

This is straightforward language, in stark contrast to the terms used in Nazi documents about a solution to the Jewish question and journeys to the east. But it is this veil of German euphemism which has enabled a few extreme right-wing historians to argue the preposterous theory that Hitler did not know what the terms meant and so was perhaps personally unaware of the Holocaust. 
 	







Although by far the largest group of victims to die because of Hitler's theories (about 6 million), the Jews are not alone. Gypsies too are considered a polluting threat to an Aryan society. Rounded up and sent to the camps, most of them are marked down for Sonderhandlung ('special treatment' - another Nazi euphemism, meaning murder). It is calculated that in all some 400,000 Gypsies are killed.

Even 'Aryans' are not immune from the obsession with purity and perfection. In 1939 Hitler signs an ultra-secret decree authorising the death of any German judged 'incurably ill'. This covers mental illness, and the victims (probably about 100,000 in the next two years) are later described as 'useless defectives'. They too should be considered victims of the Holocaust.
",20,Germany
