ID,year,text
1001,1858,"Abraham Lincoln says ""A house divided against itself cannot stand"" accepting Illinois Republican Party's nomination for the Senate"
1005,2000,"Israel complies with UN Security Council Resolution 425 after 22 years, which calls on Israel to completely withdraw from Lebanon. Israel withdraws from all of Lebanon, except the disputed Sheba Farms"
1007,1291,"After 200 years of crusader control, Acre is the last crusader stronghold reconquered and destroyed by the Mamluks under Sultan al-Ashraf Khalil"
1008,1579,"Sir Francis Drake lands on coast of California at Drakes Bay, names it ""New Albion"""
1009,1631,"Mumtaz Mahal dies during childbirth. Her husband, Mughal emperor Shah Jahan I, then spends more than 20 years building her tomb, the Taj Mahal"
1013,1815,Battle of Waterloo; Napoleon and France defeated by British forces under Wellington and Prussian troops under Blucher
1014,1928,"American aviator Amelia Earhart becomes the 1st woman to fly across the Atlantic Ocean landing at Burry Port, Wales"
1015,1940,"Winston Churchill's ""this was their finest hour"" speech urging perseverance during Battle of Britain delivered to British House of Commons"
1016,1948,UN Commission on Human Rights adopts the International Declaration of Human Rights
1017,1829,Sir Robert Peel introduces the Metropolitan Police Act  into Parliament to establish a unified police force for London
1019,1944,"World War II: First day of the 2 day Battle of the Philippine Sea, US naval forces defeat Japanese fleet"
1021,2000,"Tiger Woods wins golf's US Open by 15 shots, a record for all majors, with a US Open to-par record score of -12"
1026,1895,"1st female PhD from an American University, earned by Caroline Willard Baldwin (in Science) at Cornell University"
1027,1788,US Constitution comes into effect when New Hampshire is the 9th state to ratify it
1028,1854,First Victoria Cross won during bombardment of Bomarsund in the Aland Islands (Crimean War)
1029,1948,Lord Mountbatten resigns as Governor General of India (formerly the last Viceroy)
1030,1990,"7.7 Manjil-Rudbar Earthquake with hundreds of aftershocks hits Iran; killing about 50,000"
1032,1633,"Galileo Galilei forced to recant his Copernican views that the Earth orbits the Sun by the Pope (Vatican only admits it was wrong on Oct 31, 1992!)"
1034,1772,"Somerset v Stewart court case finds slavery unsupported by English common law, encouraging the abolitionist movement"
1036,1865,The CSS Shenandoah fires the last shot of the American Civil War in the Bering Strait to indicate surrender
1040,1894,"The International Olympic Committee is founded at the Sorbonne, Paris, at the initiative of Baron Pierre de Coubertin"
1042,1972,"Hurricane Agnes becomes America's costliest natural disaster, effecting 15 states, with 119 deaths and $3 billion in damage"
1045,1497,John Cabot claims Eastern Canada for England (believes he has found Asia in Nova Scotia)
1049,1853,"US President Franklin Pierce signs the Gadsden Purchase, buying 29,670 square-miles (76,800 square km) from Mexico for $10 million (now southern Arizona and New Mexico)"
1053,1678,"Venetian Elena Cornaro Piscopia is awarded a doctorate of philosophy, the 1st woman to receive a university doctoral degree or PhD"
1054,1876,"Battle of the Little Bighorn: US 7th Cavalry under Brevet Major General George Armstrong Custer wiped out by Sioux and Cheyenne warriors led by Chiefs Crazy Horse and Sitting Bull in what has become famously known as ""Custer's Last Stand"""
1058,1794,"Battle of Fleurus: major victory by forces of the First French Republic under General Jean-Baptiste Jourdan over the Coalition Army (Great Britain, Hanover, Dutch Republic, and Habsburgs) first use of reconnaissance balloon"
1059,1857,The first 62 recipients are awarded the Victoria Cross for valour in the Crimean war by Queen Victoria
1061,2016,"Panama Canal's third set of locks opens for commercial traffic, doubling the Canal’s capacity at an estimated cost of $5.25 billion"
1062,1542,Juan Rodríguez Cabrillo sets sail from the Mexican port of Navidad to explore the west coast of North America on behalf of the Spanish Empire
1064,1743,"War of the Austrian Succession: Battle of Dettingen: in Bavaria, King George II of Britain personally leads troops into battle. The last time a British monarch would command troops in the field."
1066,1950,"North Korean troops reach Seoul, UN asks members to aid South Korea, Harry Truman orders US Air Force & Navy into Korean conflict"
1068,1389,"Ottomans defeat Serbian army in the bloody Battle of Kosovo, opening the way for the Ottoman conquest of Southeastern Europe"
1071,1914,"Franz Ferdinand, Archduke of Austria and his wife Sophie are assassinated in Sarajevo by young Serb nationalist Gavrilo Princip at 10.45, the casus belli of WWI"
1072,1919,"Treaty of Versailles, ending WWI and establishing the League of Nations, is signed in France"
1074,1888,"First (known) recording of classical music made, Handel's Israel in Egypt on wax cylinder"
1075,1900,"The Imperial Chinese Court issues what is essentially a declaration of war against the foreigners in China and blames hostilities on them, giving license to Boxers for even greater ferocity"
1078,1966,Vietnam War: US planes bomb the North Vietnamese capital Hanoi and the port city of Haiphong for the first time
1081,1860,Famous debate on Charles Darwin's theory of evolution held at the Oxford University Museum and dominated by arguments between Thomas Henry Huxley and Bishop Samuel Wilberforce
1082,1905,"In Russia, the ""Potemkin"" arrives at Odessa, where sailors take the bodies of dead crewman ashore; sailors join civilians in revolutionary actions of the ' Revolution'"
1083,1908,Tunguska Event: a giant fireball most likely caused by the air burst of a large meteoroid or comet impacts in Siberia
1086,1992,South African ANC President Nelson Mandela meets with UN Secretary-General Boutros Boutros-Ghali at Dakar
1088,1858,The joint reading of Charles Darwin and Alfred Russel Wallace's papers on evolution to the Linnean Society
1090,1867,"The Dominion of Canada is formed, comprising the provinces of New Brunswick, Nova Scotia, Ontario & Quebec, with John A. Macdonald serving as the first Prime Minister"
1091,1916,"First day of the Battle of the Somme: the British Army suffers its worst day, losing 19,240 men (WWI)"
1093,1997,United Kingdom returns Hong Kong and the New Territories to the People's Republic of China
1095,1776,"Continental Congress resolves ""these United Colonies are & of right ought to be Free and Independent States"""
1096,1823,"Bahia Independence Day: the end of Portuguese rule in Brazil, with the final defeat of the Portuguese crown loyalists in the province of Bahia"
1098,1964,US President Lyndon B. Johnson signs Civil Rights Act and Voting Rights Act into law
1101,1187,"Battle of Horns of Hattin: Saladin, Sultan of Egypt and Syria, destroys Jerusalem's crusader army"
1102,1863,"Battle of Gettysburg, largest battle ever fought on the American continent, ends in a major victory for the Union during the US Civil War"
1104,1996,"UK House of Commons announces that the Stone of Scone, aka the Stone of Destiny, used in the coronation of Scottish (and subsequently English and British monarchs), will be returned to Scotland after 700 years in Westminster Abbey"
1105,1776,US Congress proclaims the Declaration of Independence and independence from Britain
1106,1785,"James Hutton, geologist, publicly reads an abstract of his theory of uniformitarianism for the first time at the meeting of the Royal Society of Edinburgh"
1108,1838,"Huskar Colliery Mining Disaster in Silkstone England: mining pit floods drown 26 children, leads to 1842 'Mines and Collieries Act' bans women and children working underground"
1109,1934,Hungarian physicist Leo Szilard patents the chain-reaction design for the atomic bomb
1110,2017,North Korea tests first successful intercontinental ballistic missile into Sea of Japan
1111,1687,Isaac Newton's great work PRINCIPIA published by Royal Society in England. Outlines his laws of motion and universal gravitation.
1112,1811,Venezuelan Declaration of Independence: 7 provinces declare themselves independent of Spain
1113,1852,"Frederick Douglass, fugitive slave, delivers his 'What to the Slave Is the Fourth of July?' speech to the Ladies' Anti-Slavery Society in Rochester, condemns the celebration as hypocritical sham"
1116,2004,First Indonesian presidential election by the people - first round (eventually won by Susilo Bambang Yudhoyono)
1117,1348,Papal bull of Pope Clement VI issued during the Black Death stating Jews not to blame and urging their protection
1118,1785,"US Congress unanimously resolves the name of US currency to the ""dollar"" and adopts decimal coinage"
1120,1923,"The Central Executive Committee accepts the Treaty of Union, signed in Moscow in December 1922, and the Russian Empire becomes the Union of Soviet Socialist Republics"
1121,1967,Nigerian Civil War erupts as Nigerian forces invade the secessionist state of Biafra
1123,1520,Battle of Otumba Mexico: Hernán Cortés and the Tlaxcalans defeat a numerically superior Aztec force
1125,1937,"Japanese and Chinese troops clash at the Marco Polo Bridge, beginning of Second Sino-Japanese War"
1127,2005,Coordinated terrorist bomb blasts strike London's public transport system during the morning rush hour killing 52 and injuring 700
1128,2005,"Influenced by Live 8, the G8 leaders pledge to double 2004 levels of aid to Africa from US$25 to US$50 billion by the year 2010"
1129,1099,"First Crusade: 15,000 starving Christian soldiers march in religious procession around Jerusalem as its Muslim defenders look on"
1130,1497,"Portuguese navigator Vasco da Gama departs on his first voyage, becoming the 1st European to reach India by sea"
1131,1777,Vermont introduces new constitution making it the 1st US state to abolish slavery
1132,1800,Dr Benjamin Waterhouse gives 1st cowpox vaccination in the US to his son to prevent smallpox
1133,1853,"Commodore Matthew C. Perry sails his frigate Susquehanna into Tokyo Bay, opening Japan to Western influence and trade"
1136,1790,"Russo-Swedish War: Second Battle of Svensksund - in the Baltic Sea, the Swedish Navy captures one third of the Russian fleet"
1138,1917,"British battleship HMS Vanguard explodes at Scapa Flow (the result of an internal explosion of faulty cordite), killing 804"
1139,1971,Henry Kissinger visits the People's Republic of China to negotiate a detente between the US and China
1140,2002,"The African Union is established in Addis Ababa, Ethiopia. The first chairman is Thabo Mbeki, President of South Africa."
1141,2017,Iraqi Prime Minister Haider al-Abadi proclaims victory over Islamic State forces in Mosul
1142,1778,American Revolution: Louis XVI of France declares war on the Kingdom of Great Britain
1143,1940,Battle of Britain begins as Nazi forces attack shipping convoys in the English Channel
1144,1985,"French foreign intelligence agents blow up the Greenpeace boat Rainbow Warrior in Auckland harbor, New Zealand to prevent it interfering with French nuclear tests in the South Pacific. Dutch photographer Fernando Pereira is killed."
1146,2012,The American Episcopal Church becomes the first to approve a rite for blessing gay marriages
1147,1405,Chinese fleet commander Zheng He sets sail to explore the world for the first time
1149,1900,Charlotte Cooper beats Hélène Prévost to become the 1st female Olympic tennis champion and the 1st individual female Olympic champion in any sport
1150,1944,Franklin Roosevelt announces that he will run for a fourth term as President of the United States
1151,1995,"7,000 Bosnian Muslim men are massacred when Bosnian Serbs overrun the UN 'safe haven' of Srebrenica"
1152,1679,Britain's King Charles II ratifies Habeas Corpus Act allowing prisoners right to be imprisoned to be examined by a court
1153,1690,"Battle of Boyne: in Ireland, Protestant King William III defeats English Catholic King James II"
1154,1913,"150,000 Ulstermen gather and resolve to resist Irish Home Rule by force of arms; since the British Liberals have promised the Irish nationalists Home Rule, civil war appears imminent"
1155,1943,World War II: Battle of Prokhorovka - Russians defeat German forces in one of the largest ever tank battles
1157,1772,Captain James Cook begins 2nd voyage aboard the Resolution to the South Seas to search for Terra Australis (Southern continent)
1160,1943,"Greatest tank battle in history ends with Russia's defeat of Germany at Kursk, almost 6,000 tanks take part, 2,900 lost by Germany"
1161,1966,A. C. Bhaktivedanta Swami Prabhupada founds the International Society for Krishna Consciousness (Hare Krishna movement) in New York City
1162,1985,"""Live Aid"" concerts held at both Wembley Stadium (London) and John F. Kennedy Stadium (Philadelphia) raises over $70 million for African famine relief"
1163,1789,Bastille Day - the French Revolution begins with the fall of the Bastille Prison
1164,1798,"US Sedition Act prohibits ""false, scandalous & malicious"" writing against government"
1165,1850,1st public demonstration of ice made by refrigeration by Florida physician John Gorrie
1168,1992,"386BSD is released by Lynne Jolitz and William Jolitz, starting the open source operating system revolution. Linus Torvalds release ""Linux"" soon afterwards"
1169,1099,City of Jerusalem is captured and plundered by Christian forces during the First Crusade
1170,1381,"John Ball, a leader in the Peasants' Revolt, is hung, drawn and quartered in the presence of Richard II of England"
1171,1410,"Battle of Grunwald (Second Battle of Tannenburg), one of Medieval Europe's largest battles during Poland-Lithuanian Teutonic War. Polish King Władysław Jagiełło and Lithuanian Grand Duke Vytautas defeat Teutonic Ulrich von Jungingen"
1172,1799,The Rosetta Stone is found in the Egyptian village of Rosetta by French Captain Pierre-François Bouchard during Napoleon's Egyptian Campaign
1173,1955,"18 Nobel laureates sign the Mainau Declaration against nuclear weapons, later co-signed by 34 more laureates"
1175,1054,Three Roman legates fracture relations between Western and Eastern Christian churches by placing invalid Papal Bull of Excommunication on altar of Hagia Sophia during liturgy. Often dated start of the East-West Schism.
1176,1519,"Public debate between Martin Luther & theologist John Eck at Pleissenburg Castle in Liepzig, Luther denies the divine right of the Pope"
1177,1809,"La Paz, Bolivia declares its independence from the Spanish Crown and forms the Junta Tuitiva. The first independent government in Spanish America, led by Pedro Domingo Murillo"
1178,1918,"A Bolshevik firing squad at Ekaterinburg, Siberia, executes Tsar Nicholas II of Russia, his family and several retainers"
1180,1203,"Siege of Constantinople begins during the fourth Crusade, Crusaders aboad a Venetian fleet attack the city"
1182,1936,"Spanish generals Francisco Franco and Emilio Mola lead a right-wing uprising, starting the Spanish Civil War"
1184,2014,"Malaysia Airlines Flight 17 is shot down over Eastern Ukraine by a Buk surface-to-air missile launched from pro-Russian separatist-controlled territory, killing all 283 passengers and 15 crew on board"
1186,1925,"Adolf Hitler publishes Mein Kampf (original title was the catchy ""Four and a Half Years (of Struggle) Against Lies, Stupidity and Cowardice"")"
1187,1936,Spanish Civil War : General Francisco Franco issues manifesto and leds uprising with army in Morocco
1188,2012,Kim Jong-un is officially appointed Supreme Leader of North Korea and given the rank of Marshal in the Korean People's Army
1189,2013,"Detroit, Michigan, files for bankruptcy, becoming the largest US municipal bankruptcy ever at $18.5 billion"
1190,1595,Astronomer Johannes Kepler has an epiphany and develops his theory of the geometrical basis of the universe
1191,1843,"The steamship SS Great Britain is launched, designed by Isambard Kingdom Brunel, is the first ocean-going craft with an iron hull or screw propeller and the largest vessel afloat in the world"
1192,1848,"1st US women's rights convention held in Seneca Falls NY, organised by Elizabeth Cady Stanton and Lucretia Mott"
1193,1866,"Tennessee is 1st to ratify 14th Amendment to the US constitution, guaranteeing civil rights"
1194,1913,"Billboard publishes earliest known ""Last Week's 10 Best Sellers among Popular Songs"" Malinda's Wedding Day is #1"
1197,1921,Congresswoman Alice Mary Robertson becomes the first woman to preside over the floor of US House of Representatives
1199,1969,"1st Moon Landing: Neil Armstrong and Buzz Aldrin step out from Apollo spacecraft 11, 530 million watch live global broadcast"
1203,1861,"First Battle of Bull Run [Battle of First Manassas], 1st major battle of the US Civil War is fought near Manassas, Virginia, Confederate victory"
1205,1925,"John T. Scopes found guilty of teaching evolution in the “Scopes monkey trial”, Dayton, Tennessee, fined $100 & costs"
1207,1970,"Aswan High Dam opens in Egypt, enables human control of the flooding of the Nile"
1208,2015,On This Day changes its domain name and brand from HistoryOrb.com to OnThisDay.com
1209,1099,First Crusade: Godfrey of Bouillon is elected the first Defender of the Holy Sepulchre of The Kingdom of Jerusalem
1210,1456,Battle at Nandorfehervar (Belgrade): Hungarian army under Janos Hunyadi beats Sultan Murad II
1211,1515,First Congress of Vienna settles issues between Poland and Holy Roman Empire - rise of the Habsburgs influence
1214,2011,"Norway is the victim of twin terror attacks, the first a bomb blast targeting government buildings in central Oslo, second a massacre at a youth camp on island of Utøya"
1219,1995,Comet Hale-Bopp is discovered and becomes visible to the naked eye nearly a year later
1221,1567,Mary Queen of Scots is forced to abdicate; her 1-year-old son becomes King James VI of Scots
1222,1832,Benjamin Bonneville leads the first wagon train across the Rocky Mountains by Wyoming's South Pass
1223,1911,"American explorer Hiram Bingham discovers Machu Picchu, the Lost City of the Incas"
1224,1943,"Operation Gomorrah begins - RAF begins bombing Hamburg (till 3rd August), creating firestorm and killing 42,600"
1226,1814,"English engineer George Stephenson introduces his first steam locomotive, a travelling engine designed for hauling coal on the Killingworth wagonway named Blücher"
1227,1943,Benito Mussolini dismissed as Italian Premier and arrested on the authority of King Victor Emmanuel III
1228,1944,"World War II: Operation Spring - one of Canada's bloodiest days, 18,444 casualties and 5,021 killed"
1229,1997,Scientists announce the first human stem cells to be cultured in a laboratory using tissue taken from aborted human embryos
1232,1803,"The Surrey Iron Railway, arguably the world's first public railway, opens in south London"
1234,1908,United States Attorney General Charles Joseph Bonaparte issues an order to immediately staff the Office of the Chief Examiner (later renamed the Federal Bureau of Investigation)
1235,1945,"Declaration of Potsdam: US, Britain and China demand the Japanese surrender during WWII"
1236,1953,"Fidel Castro leads a failed attack on the Moncada Barracks, intended to spark a revolution in Cuba"
1238,1689,Battle of Killicrankie: Jacobite Scottish Highlanders under Viscount Dundee defeat royalist force under General MacKay
1239,1789,US Congress establishes Department of Foreign Affairs now referred to as the State Department
1242,1794,"French Revolution figure Robespierre & 22 other leaders of ""the Terror"" guillotined to thunderous cheers in Paris"
1243,1914,Austria-Hungary decides against mediation and declares war on Serbia - first declaration of war of WWI
1244,1917,"Silent Parade organised by James Weldon Johnson of 10,000 African-Americans who march on 5th Ave in NYC to protest against lynching"
1245,1943,"World War II: Operation Gomorrah: The British bomb Hamburg causing a firestorm that kills 42,000 German civilians"
1246,1976,"Tangshan Earthquake, 8.2 in magnitude kills over 240,000 Northern China in the largest loss of life from an earthquake in the 20th century"
1247,2005,The Provisional Irish Republican Army call an end to their thirty year long armed campaign in Northern Ireland
1248,1588,The Battle of Gravelines - Spanish Armada damaged and scattered by the English fleet
1249,1609,"Samuel de Champlain shoots and kills two Iroquois chiefs at Ticonderoga, New York setting the stage for French-Iroquois conflicts for the next 150 years"
1250,1848,Irish Potato Famine: Tipperary Revolt - an unsuccessful nationalist revolt against British rule put down by police
1251,1905,US Secretary of State William Howard Taft makes secret agreement with Japanese Prime Minister Katsura agreeing to Japanese free rein in Korea in return for non-interference with the US in the Philippines
1255,1419,"First defenestration of Prague: anti-Catholic Hussites, followers of executed reformer Jan Hus, storm Prague town hall and throw the judge, mayor and several city council members out the windows. They die in the fall or killed by crowd outside."
1257,1863,"Indian Wars: Chief Pocatello of the Shoshone tribe signs the Treaty of Box Elder, promising to stop harassing the emigrant trails in southern Idaho and northern Utah"
1258,1869,"The Charles, considered the world’s first ""oil tanker"", departs from the United States headed for Europe with a bulk capacity of 7,000 barrels of oil"
1259,1930,Uruguay beats Argentina 4-2 for association football's 1st FIFA World Cup in Montevideo
1261,1937,"Russian Politburo issues NKVD Order no. 00447, to repress former kulak and anti-soviets, 269,100 to be arrested, 76,000 to be shot. Part of the Great Purge."
1266,2007,"Operation Banner, the presence of the British Army in Northern Ireland, and longest-running British Army operation ever, comes to an end"
1268,1086,Results of the Domesday inquiry presented to William the Conqueror in Salisbury (the date of compilation and the Great Domesday are historically contestable)
1270,1834,Slavery abolished throughout the British Empire - Slavery Abolition Act 1833 comes into effect
1272,1958,"US atomic submarine USS Nautilus begins 1st transit of North Pole ""operation Sunshine"""
1275,1776,Formal signing of the US Declaration of Independence by 56 people (date most accepted by modern historians)
1277,1832,"Battle of Bad Axe, Wisconsin: 1,300 Illinois militia defeat Sauk & Fox Native Americans ending the Black Hawk War in the US"
1279,1492,"Christopher Columbus sets sail on his first voyage with three ships, Santa María, Pinta and Niña from Palos de la Frontera, Spain for the ""Indies"""
1282,1934,"Adolf Hitler merges the offices of German Chancellor and President, declaring himself ""Führer"" (leader)"
1285,1821,Fabian Gottlieb von Bellinghausen and Russian polar expedition returns to Kronshtadt after becoming 1st to circumnavigate Antarctica
1287,1944,Anne Frank arrested in Amsterdam by German Security Police (Grüne Polizei) following a tip-off from an informer who was never identified
1290,1305,"William Wallace, who led Scottish resistance to England, is captured by the English near Glasgow and transported to London for trial and execution."
1291,1583,Humphrey Gilbert claims Newfoundland for the British crown - first English colony in North America and the beginning of the British Empire
1292,1716,Battle of Petrovaradin/Peterwardein: Habsburgs under Eugene of Savoy defeat the Turks in a decisive victory
1293,1864,"Battle of Mobile Bay, won by the Union Army led by Rear Admiral Farragut with the cry ""Damn the torpedoes, full speed ahead!"" (US Civil War)"
1294,1661,The Treaty of The Hague is signed whereby the Dutch Republic sells New Holland (Brazil) for 63 tonnes of gold to Portugal
1295,1890,"At Auburn Prison in New York, murderer William Kemmler becomes first person to be executed by electric chair"
1297,1965,US President Lyndon B. Johnson signs the Voting Rights Act prohibiting voting discrimination against minorities
1298,1991,Tim Berners-Lee releases files describing his idea for the World Wide Web. WWW debuts as a publicly available service on the Internet.
1299,1461,Ming Dynasty Chinese military general Cao Qin stages a coup against the Tianshun Emperor
1300,1714,The Battle of Gangut: the first important victory of the Russian Navy during the Great Northern War against Sweden
1301,1933,"The Iraqi Government slaughters over 3,000 Assyrians in the village of Sumail. The day becomes known as Assyrian Martyrs Day."
1302,1955,"Tokyo Telecommunications Engineering, the precursor to Sony, begins selling its first transistor radios in Japan"
1304,1509,"Emperor Krishnadeva Raya is crowned, marking the beginning of the regeneration of the Vijayanagara Empire in Southern India"
1313,1790,"Robert Gray's Columbia Rediviva returns to Boston after 3 year journey, 1st American ship to circumnavigate the Globe"
1315,1898,"Rudolf Diesel obtains patent #608,845 for his internal combustion engine, later known as the diesel engine"
1316,1942,"Mahatma Gandhi & 50 others arrested in Bombay after passing of a ""quit India"" campaign by the All-India Congress"
1319,1974,Richard Nixon resigns as US President and VP Gerald Ford swears the oath of office to take his place as the 38th US President
1323,1675,"King Charles II and John Flamsteed lay the foundation stone of the Royal Observatory in Greenwich, London"
1324,1846,"US Act of Congress passes establishing the Smithsonian Institution, now world's largest museum and research complex"
1326,1929,Babe Ruth becomes 1st professional baseball player to hit 500 homers (off Willis Hudlin of Cleveland Indians)
1327,1945,Allies refuse Japan's offer to surrender on the condition that Emperor Hirohito retains his status
1328,1954,Formal peace treaty ends over 7 yrs of fighting in Indochina between the French and the Communist Viet Minh
1329,1988,"Al-Qaeda formed at a meeting between Osama bin Laden, Zawahiri and Dr Fadl in Peshawar, Pakistan"
1330,2003,"NATO takes over command of the peacekeeping force in Afghanistan, marking its first major operation outside Europe in its 54-year-history."
1331,1121,Battle of Didgori: the Georgian army under King David the Builder wins a decisive victory over the famous Seljuk commander Ilghazi
1332,1480,Battle of Otranto - Ottoman troops behead 800 Christians for refusing to convert to Islam
1336,1521,Spanish conquistadors under Hernán Cortés capture Aztec Emperor Cuauhtémoc in Tenochtitlan marking the end of the Aztec Empire
1337,1536,"Buddhist monks from Kyōto's Enryaku Temple set fire to 21 Nichiren temples throughout Kyoto in the Tenbun Hokke Disturbance. (Traditional Japanese date: July 27, )."
1339,1788,Prussia joins Anglo-Dutch alliance to form Triple Alliance to prevent spread of Russo-Swedish War of -90
1340,1937,"Second Sino-Japanese War: Japanese forces begin the Battle of Shanghai, a conflict that will last 3 months and involve 1 million troops"
1341,1281,"During Kublai Khan's Second Invasion of Japan his invading Chinese fleet of 3,500 vessels disappears in a typhoon near Japan"
1342,1842,Second Seminole War declared over by Colonel Worth; Indians go on to be removed from Florida to Oklahoma
1343,1945,"V-J Day, Japan surrenders unconditionally to end WW II (also August 15 depending on time zone)"
1345,1969,"British Army deploys on the streets of Northern Ireland, marking the beginning of Operation Banner"
1346,1980,"17,000 workers go on strike at the Lenin Shipyard in Gdansk, Poland, marking the beginning of the Solidarity movement"
1347,1461,Empire of Trebizond surrenders to forces of Sultan Mehmet II - last Byzantine Empire remnant to fall. Emperor David exiled and later murdered.
1349,1900,"The Boxer Rebellion: In China, the Empress, her family and court retainers flee while foreign troops move through Peking in an attempt to quell the rebellion"
1352,1998,"Omagh bombing in Northern Ireland, the worst terrorist incident of The Troubles, kills 29 people and injures about 220"
1354,1896,"Gold first discovered in Klondike, found at Bonanza Creek, Alaska by George Carmack"
1355,1945,"Puyi, the last Chinese Emperor and ruler of Manchukuo is captured by Soviet troops"
1356,1946,"Direct Action Day: Widespread riots erupt in Calcutta between Muslims and Hindus over whether Pakistan should be a separate state, killing over 4,000 and leaving 100,000 homeless"
1357,2008,Usain Bolt sets a new 100 metres world record of 9.69 seconds at the Beijing  Summer Olympics
1359,1590,"Governor of Roanoke Island colony, John White, returns from England to find no trace of the colonists he had left there 3 years earlier [or Aug 18, 1591]"
1360,1903,Joe Pulitzer donates $1 million to Columbia University & begins the Pulitzer Prizes in America
1361,1945,Sukarno and Mohammad Hatta declare Indonesia (Dutch East Indies) independent from the Netherlands
1363,1947,"The Radcliffe Line, the border between Union of India and Dominion of Pakistan is revealed"
1364,1998,"Monica Lewinsky scandal: US President Bill Clinton admits in taped testimony he had an ""improper physical relationship"" with the intern and on the same day admits before the nation he ""misled people"" about the relationship"
1365,1737,First public admittance to the Salon de Paris art exhibition at the Louvre in Paris
1366,1838,United States Exploring Expedition headed by Charles Wilkes departs for the Pacific Ocean and Antarctica
1369,1920,22 year old representative Harry T. Burn is deciding vote in Tennessee's and thus America's ratification of the 19th Amendment to the constitution allowing women's suffrage after letter from his mother
1370,1940,"Battle of Britain - 'The hardest day"" Luftwaffe lose 69 aircraft, the RAF 68 in largest ever air battle"
1373,1839,Details of Louis Daguerre's 1st practical photographic process are released in Paris
1374,1942,"World War II: Over 4,000 Canadian and British soldiers killed, wounded or captured raiding Dieppe, France"
1376,1991,Conservative members of the Communist Party of the Soviet Union attempt to depose Mikhail Gorbachev in a coup d'état
1377,2010,"Operation Iraqi Freedom ends, with the last of the United States brigade combat teams crossing the border to Kuwait"
1379,1619,"1st known African Americans in English North America (approx. 20) land at Point Comfort (Fort Monroe), Virginia. They are then sold or traded into servitude."
1380,1741,Alaska first sighted by Danish explorer Vitus Bering at head of Russian expedition
1383,1905,"Sun Yat-sen, Chinese revolutionary, forms the first chapter of T'ung Meng Hui, a union of all secret societies determined to bringing down the Manchus"
1384,1968,"During the night 200,00 Warsaw Pact Soviet led troops begin to invade Czechoslovakia in response to the Prague Spring"
1385,1993,"Oslo Peace Accords signed, after secret negotiations in Norway, followed by a public ceremony in Washington, D.C. the following month"
1386,1192,"Minamoto Yoritomo becomes Seii Tai Shōgun and the de facto ruler of Japan. (Traditional Japanese date: July 12, )"
1387,1703,"The Edirne Event: Turkish army removes Sultan Mustafa II, lessening the power of the sultans"
1388,1772,King Gustav III of Sweden completes coup d'etat by adopting a new Constitution and installing himself as an enlightened despot - ends 50 years of parliamentary rule
1392,1991,Conservative coup in the Soviet Union is crushed by popular resistance led by Boris Yeltsin in three days
1393,2000,"82nd PGA Championship: Tiger Woods become the first golfer since Ben Hogan in 1953 to win 3 majors in a calendar year. He ties the to-par record for the PGA (-18) with Bob May, and wins in a playoff"
1394,1485,Battle of Bosworth Field - Henry Tudor's forces defeat English King Richard III during last battle in the Wars of the Roses
1395,1639,"Madras (now Chennai), India, founded by the British East India Company on sliver of land bought from local Nayak rulers"
1397,1864,"First Geneva Convention adopted in Geneva ""for the Amelioration of the Condition of the Wounded in Armies in the Field"""
1402,1996,"Osama bin Laden issues message entitled ""A declaration of war against the Americans occupying the land of the two holy places"""
1407,1572,St. Bartholomew's Day Massacre of Protestants by Roman Catholics begins in Paris and later spreads to the French provinces
1409,1814,"British forces capture Washington, D.C. and destroy many landmarks (War of 1812)"
1410,1968,France becomes the world's fifth thermonuclear power with a detonation on Mururoa Atoll in the South Pacific
1413,1768,"Captain James Cook departs from Plymouth, England, on his first voyage on board the Endeavour, bound for the Pacific Ocean"
1414,1894,Japanese scientist Shibasaburo Kitasato discovers the infectious agent of the bubonic plague and publishes his findings in The Lancet
1415,1944,General Charles de Gaulle walks the Champs Elysees in Paris after the liberation of the city from Nazi occupation
1417,1346,"Battle of Crécy, south of Calais in northern France; Edward III's English longbows defeat Philip VI's army, cannons used for first time in battle"
1418,1924,The Catastrophe of Smyrna: known as the Asia Minor Catastrophe to Greeks. The Ottoman army expels Greeks and other non-Turks from Asia Minor. (August 13 OS)
1419,1945,Japanese diplomats board USS Missouri to receive instructions on Japan's surrender at the end of WWII
1420,1959,"British Motor Corporation introduced the Morris Mini-Minor, designed by Alec Issigonis it was only 10 ft long but seated 4 passengers"
1421,1971,"Bobby Orr signs a five-year contract with the Boston Bruins worth one million dollars, the first million dollar contract in NHL history"
1422,1996,"US President Bill Clinton signs welfare reform into law, representing major shift in welfare policy"
1427,1883,"Krakatoa volcano, west of Java in Indonesia, erupts with a force of 1,300 megatons and kills approximately 40,000 people"
1428,1979,"The Earl Mountbatten of Burma, cousin of Queen Elizabeth II and last Viceroy of India, is killed along with three companions, two of them children by the IRA when his boat is blown up near Sligo, Ireland"
1431,1830,"1st American built locomotive, ""Tom Thumb"" races a horse-drawn car from Stockton and Stokes stagecoach company from Baltimore to Ellicott Mills. Let history record that due to mechanical problems the horse won!"
1434,1963,"Martin Luther King Jr. delivers his ""I have a dream speech"" addressing civil rights march at Lincoln Memorial, Washington, D.C."
1435,1526,Battle of Mohács: In a decisive battle the Hungarian Empire is conquered by the Ottoman Empire led by Suleiman the Magnificent
